StockCode,avg_daily_sales,on_hand_units,on_order_units,lead_time_days,reorder_point
23047,2.5217391304347827,60,16,15,37
23048,8.126760563380282,203,67,16,130
23049,4.035398230088496,104,70,17,68
23050,4.211864406779661,71,61,15,63
23051,3.5096153846153846,59,40,11,38
23052,4.8088235294117645,86,94,14,67
23053,3.7142857142857144,40,33,9,33
23054,3.241758241758242,77,69,5,16
23055,19.90909090909091,537,44,19,378
23056,28.323529411764707,339,57,19,538
23057,20.342105263157894,528,50,10,203
23058,15.806451612903226,205,33,16,252
23060,6.384615384615385,83,43,12,76
23061,11.534090909090908,265,14,11,126
23064,11.631578947368421,209,77,6,69
23065,4.014705882352941,72,69,16,64
23066,4.111111111111111,110,49,9,37
23067,4.59375,87,31,18,82
23068,8.427083333333334,109,66,15,126
23069,2.933333333333333,61,2,8,23
23070,3.7209302325581395,63,85,13,48
23071,17.5,192,85,14,245
23072,11.928571428571429,262,73,5,59
23073,2.803921568627451,70,50,16,44
23074,6.15,67,66,10,61
23075,7.151515151515151,143,75,7,50
23076,53.84,1022,92,15,807
23077,66.21019108280255,1589,47,13,860
23078,46.78767123287671,1216,16,9,421
23079,3.25974025974026,55,6,17,55
23080,8.261538461538462,223,12,10,82
23081,5.193548387096774,93,65,15,77
23082,17.244444444444444,293,3,13,224
23083,18.941176470588236,435,9,13,246
23084,226.02205882352942,6102,87,12,2712
23085,6.482758620689655,188,16,13,84
23086,32.23684210526316,934,51,8,257
23087,16.37735849056604,343,5,10,163
23088,13.706896551724139,383,82,9,123
23089,18.53543307086614,426,68,9,166
23090,26.951807228915662,700,95,8,215
23091,5.523809523809524,66,73,6,33
23092,6.226190476190476,99,8,16,99
23093,9.581632653061224,249,90,10,95
23094,2.235294117647059,46,76,13,29
23096,11.228260869565217,202,82,16,179
23099,2.795918367346939,67,20,5,13
23100,20.242990654205606,546,23,18,364
23101,20.724489795918366,455,3,11,227
23102,14.0,238,23,10,140
23103,30.616541353383457,704,58,7,214
23104,3.0256410256410255,51,98,5,15
23106,6.326086956521739,145,2,17,107
23107,6.648148148148148,106,67,8,53
23108,15.095238095238095,317,39,19,286
23109,19.71900826446281,394,47,18,354
23110,5.511811023622047,110,53,13,71
23111,3.4285714285714284,75,34,19,65
23112,4.232558139534884,114,94,6,25
23113,29.58974358974359,325,55,7,207
23114,5.321428571428571,127,88,6,31
23115,4.470588235294118,129,39,18,80
23116,3.619047619047619,97,76,6,21
23117,2.90625,69,67,14,40
23118,6.556451612903226,183,45,15,98
23119,25.355555555555554,532,77,15,380
23120,23.732394366197184,522,12,12,284
23121,33.346666666666664,666,26,7,233
23122,26.797619047619047,375,5,11,294
23123,14.384615384615385,143,16,12,172
23124,16.2,194,35,7,113
23125,16.392857142857142,459,98,6,98
23126,7.3933333333333335,118,80,17,125
23127,5.888,123,1,17,100
23128,4.48,107,76,12,53
23129,11.44578313253012,160,51,7,80
23130,10.126315789473685,243,65,11,111
23131,11.214285714285714,190,51,16,179
23132,9.714285714285714,184,91,5,48
23133,7.308411214953271,182,42,18,131
23134,30.428571428571427,517,89,19,578
23135,40.55263157894737,405,21,16,648
23136,3.2142857142857144,67,54,10,32
23137,3.9523809523809526,55,66,16,63
23138,14.40983606557377,172,98,16,230
23139,15.923076923076923,159,59,17,270
23140,4.136363636363637,53,57,13,53
23141,3.2916666666666665,55,11,16,52
23142,4.033333333333333,48,87,7,28
23143,2.142857142857143,40,68,18,38
23144,35.58741258741259,391,83,11,391
23145,18.607142857142858,372,38,17,316
23146,6.435483870967742,122,12,10,64
23147,13.43884892086331,309,40,12,161
23148,16.453846153846154,263,56,7,115
23149,5.2105263157894735,57,52,7,36
23150,3.441860465116279,61,11,8,27
23151,3.210526315789474,80,12,7,22
23152,4.990990990990991,109,73,13,64
23153,3.704225352112676,66,96,15,55
23154,18.627586206896552,540,56,8,149
23155,24.406593406593405,317,39,10,244
23156,13.0078125,247,79,12,156
23157,30.80722891566265,646,44,15,462
23158,18.807142857142857,488,34,17,319
23159,16.73722627737226,384,2,12,200
23160,22.65625,521,4,19,430
23161,22.56578947368421,248,89,9,203
23162,13.19626168224299,382,10,9,118
23163,13.878787878787879,277,70,10,138
23164,8.027777777777779,200,55,14,112
23165,23.770992366412212,665,9,11,261
23166,624.264,9363,33,17,10612
23167,46.039370078740156,1289,66,17,782
23168,22.541095890410958,315,71,14,315
23169,10.585034013605442,137,30,18,190
23170,43.39873417721519,1041,74,11,477
23171,40.564935064935064,527,70,17,689
23172,27.776978417266186,805,65,8,222
23173,17.074074074074073,324,69,10,170
23174,21.363636363636363,256,40,11,235
23175,23.40740740740741,327,62,9,210
23176,15.246478873239436,228,31,9,137
23177,16.441558441558442,279,19,6,98
23178,5.5423728813559325,88,56,11,60
23179,7.2,136,97,16,115
23180,2.7111111111111112,40,49,10,27
23181,2.9558823529411766,67,79,15,44
23182,19.793650793650794,257,24,5,98
23183,3.373134328358209,74,11,8,26
23184,5.712418300653595,165,70,7,39
23185,11.321428571428571,294,38,16,181
23186,36.03636363636364,576,16,19,684
23187,43.2962962962963,562,44,7,303
23188,27.330708661417322,628,10,11,300
23189,15.810126582278482,189,69,15,237
23190,14.183333333333334,198,22,16,226
23191,15.391608391608392,384,90,14,215
23192,23.13157894736842,670,69,8,185
23193,15.884297520661157,206,37,19,301
23194,14.007633587786259,154,1,16,224
23196,15.864406779661017,428,85,12,190
23197,12.964912280701755,363,83,15,194
23198,23.87142857142857,668,88,13,310
23199,75.29292929292929,1957,78,7,527
23200,39.26111111111111,903,92,9,353
23201,67.5050505050505,1890,71,8,540
23202,59.46195652173913,1308,36,18,1070
23203,111.93989071038251,2350,48,16,1791
23204,42.88172043010753,643,51,14,600
23205,33.27840909090909,432,32,19,632
23206,61.34848484848485,1717,21,10,613
23207,39.94897959183673,998,4,15,599
23208,33.2,730,17,14,464
23209,72.76243093922652,945,37,8,582
23210,32.747126436781606,851,36,12,392
23211,28.402439024390244,284,93,7,198
23212,25.797752808988765,696,94,15,386
23213,21.844155844155843,633,63,9,196
23214,11.954545454545455,310,9,17,203
23215,38.32258064516129,919,78,5,191
23216,13.461538461538462,269,41,17,228
23217,19.833333333333332,436,47,19,376
23218,11.484848484848484,114,43,10,114
23219,9.772727272727273,254,81,15,146
23220,16.55,248,86,9,148
23221,19.948051948051948,259,96,12,239
23222,15.666666666666666,454,15,13,203
23223,14.052631578947368,351,53,12,168
23224,15.375,369,34,12,184
23225,22.21311475409836,533,97,16,355
23226,17.08219178082192,256,27,18,307
23227,18.65909090909091,447,1,17,317
23228,17.97590361445783,413,93,7,125
23229,16.252173913043478,325,12,8,130
23230,52.473684210526315,839,40,19,997
23231,43.83734939759036,789,79,15,657
23232,55.36363636363637,1384,58,8,442
23233,46.62162162162162,652,68,19,885
23234,15.79816513761468,458,91,19,300
23235,10.366197183098592,196,52,18,186
23236,19.944,538,44,15,299
23237,10.223300970873787,122,19,9,92
23238,14.007575757575758,308,23,17,238
23239,8.505050505050505,170,60,13,110
23240,27.123376623376622,705,90,16,433
23241,15.246478873239436,335,93,13,198
23242,12.894736842105264,193,57,14,180
23243,32.0,832,26,17,544
23244,11.555555555555555,254,25,16,184
23245,40.67307692307692,1138,6,18,732
23247,20.895238095238096,585,41,5,104
23249,14.517241379310345,275,46,18,261
23250,15.513157894736842,186,52,18,279
23251,20.38095238095238,468,58,12,244
23252,6.7,187,37,18,120
23253,4.607142857142857,64,68,5,23
23254,11.353333333333333,158,86,6,68
23255,9.657142857142857,280,91,11,106
23256,12.284883720930232,319,97,19,233
23263,28.404411764705884,539,52,12,340
23264,18.875,264,14,5,94
23265,17.174757281553397,223,95,19,326
23266,19.00925925925926,285,25,7,133
23267,16.929577464788732,220,47,11,186
23268,27.826923076923077,445,94,17,473
23269,13.203389830508474,211,18,13,171
23270,14.317073170731707,386,8,12,171
23271,29.338983050847457,352,63,12,352
23272,11.030303030303031,110,92,19,209
23273,13.094594594594595,170,53,13,170
23274,16.857142857142858,252,50,14,236
23275,30.0,540,38,7,210
23280,18.73148148148148,430,3,12,224
23281,16.0,336,2,5,80
23282,8.923076923076923,258,63,12,107
23283,9.119266055045872,118,28,17,155
23284,38.104166666666664,800,10,11,419
23285,45.34905660377358,861,96,17,770
23286,43.14529914529915,690,57,19,819
23287,17.560747663551403,210,74,12,210
23288,42.43119266055046,975,26,5,212
23289,15.158878504672897,288,96,10,151
23290,20.593220338983052,514,20,11,226
23291,15.12962962962963,378,38,18,272
23292,18.483050847457626,351,94,15,277
23293,66.1796875,1455,45,9,595
23294,37.220338983050844,558,65,18,669
23295,48.2992125984252,1014,90,9,434
23296,41.14876033057851,740,35,11,452
23297,74.1896551724138,1632,74,19,1409
23298,45.76216216216216,594,81,15,686
23299,10.881720430107526,217,64,19,206
23300,39.132183908045974,1134,62,7,273
23301,50.61494252873563,1366,98,10,506
23302,12.907563025210084,258,34,11,141
23303,10.833333333333334,140,30,5,54
23304,11.833333333333334,319,27,16,189
23305,10.25,102,0,6,61
23306,22.829268292682926,365,24,16,365
23307,76.7452229299363,1151,42,8,613
23308,40.92666666666667,982,83,17,695
23309,54.44078947368421,1469,66,12,653
23310,97.96747967479675,1959,62,15,1469
23311,24.141414141414142,700,50,17,410
23312,15.467391304347826,371,1,18,278
23313,28.75,718,81,14,402
23314,5.575342465753424,89,63,10,55
23315,3.328125,63,73,5,16
23316,3.125,65,68,14,43
23317,2.9322033898305087,67,8,9,26
23318,38.86734693877551,544,1,11,427
23319,35.76923076923077,965,33,19,679
23320,27.153061224489797,380,59,17,461
23321,31.026315789473685,372,60,10,310
23322,20.736486486486488,290,30,17,352
23323,12.773913043478261,332,9,17,217
23324,10.783783783783784,301,75,16,172
23325,15.4,431,35,13,200
23326,68.84,1445,84,12,826
23327,59.793103448275865,1076,48,19,1136
23328,27.057142857142857,270,69,8,216
23329,19.0,513,48,17,323
23330,19.714285714285715,256,2,15,295
23331,24.181818181818183,459,73,16,386
23332,21.904255319148938,350,4,9,197
23333,22.956043956043956,229,89,11,252
23334,31.10958904109589,808,60,12,373
23335,5.385714285714286,59,84,9,48
23336,3.6885245901639343,73,89,13,47
23337,3.5294117647058822,63,25,18,63
23338,6.246376811594203,99,71,14,87
23339,3.392156862745098,88,4,16,54
23340,33.333333333333336,866,14,8,266
23341,3.8860759493670884,42,15,8,31
23342,3.73,55,0,17,63
23343,50.65,1164,15,12,607
23344,75.625,1134,36,5,378
23345,25.2680412371134,277,2,12,303
23346,27.375,273,51,9,246
23347,11.025641025641026,209,46,17,187
23348,9.325,130,94,18,167
23349,35.395604395604394,389,12,15,530
23350,28.54736842105263,713,79,5,142
23351,39.27777777777778,432,54,8,314
23352,23.376623376623378,444,20,6,140
23353,42.62765957446808,468,65,8,341
23354,39.36842105263158,984,53,12,472
23355,61.87234042553192,1546,26,9,556
23356,25.641304347826086,717,37,5,128
23357,7.5,120,89,11,82
23358,10.607142857142858,222,57,5,53
23359,16.5,396,61,13,214
23360,16.64788732394366,283,45,7,116
23365,33.160714285714285,497,88,16,530
23366,35.140625,667,10,7,245
23367,48.205882352941174,578,71,19,915
23368,36.04545454545455,1009,7,19,684
23369,19.051724137931036,495,96,10,190
23370,25.0,400,70,14,350
23371,26.23076923076923,760,63,10,262
23372,22.770491803278688,296,20,17,387
23373,27.25423728813559,626,71,15,408
23374,35.594202898550726,1032,62,15,533
23375,20.646153846153847,495,84,10,206
23376,42.80281690140845,727,63,17,727
23377,20.784615384615385,498,19,5,103
23378,54.013513513513516,1566,7,9,486
23379,23.0188679245283,529,57,16,368
23380,39.728813559322035,715,45,10,397
23381,29.333333333333332,498,30,12,352
23382,39.0625,1015,92,17,664
23388,13.031746031746032,143,8,5,65
23389,15.067567567567568,180,14,9,135
23390,10.826086956521738,184,93,7,75
23391,7.339622641509434,154,25,6,44
23392,11.220338983050848,112,9,15,168
23393,10.539473684210526,200,28,12,126
23394,6.397058823529412,185,79,11,70
23395,9.842105263157896,118,35,14,137
23396,8.72,130,83,11,95
23397,6.698630136986301,107,36,9,60
23398,12.893617021276595,373,85,16,206
23399,23.62962962962963,638,70,17,401
23400,8.232142857142858,164,22,13,107
23401,9.5625,267,40,9,86
23402,6.297872340425532,88,92,6,37
23403,9.057971014492754,253,79,7,63
23404,13.48,269,27,8,107
23405,5.361702127659575,112,47,19,101
23406,7.354838709677419,139,37,9,66
23407,4.015151515151516,68,30,17,68
23408,6.888888888888889,124,13,7,48
23409,7.678571428571429,99,96,16,122
23410,2.25,31,72,18,40
23411,5.404761904761905,91,90,11,59
23412,12.785714285714286,230,87,9,115
23413,4.942857142857143,118,76,9,44
23414,3.4390243902439024,82,89,10,34
23415,9.93939393939394,248,28,11,109
23416,7.333333333333333,168,50,14,102
23417,6.9523809523809526,118,48,14,97
23418,11.604166666666666,313,42,12,139
23419,8.298245614035087,157,91,13,107
23420,6.56,190,91,15,98
23421,5.925925925925926,88,71,8,47
23422,6.264705882352941,131,86,9,56
23423,5.093023255813954,56,92,19,96
23424,6.695652173913044,107,4,9,60
23425,7.051282051282051,176,41,12,84
23426,16.776315789473685,201,6,13,218
23427,4.5576923076923075,100,41,11,50
23428,4.529411764705882,54,35,19,86
23429,3.9166666666666665,105,26,9,35
23430,2.5714285714285716,51,57,7,18
23431,30.1875,513,45,5,150
23432,28.355555555555554,425,65,15,425
23433,21.689655172413794,216,24,13,281
23434,29.507042253521128,295,72,9,265
23435,15.846153846153847,269,26,13,206
23436,29.102941176470587,407,0,14,407
23437,29.37878787878788,734,86,19,558
23438,27.83076923076923,556,73,16,445
23439,46.348837209302324,648,41,17,787
23440,32.8,426,51,18,590
23441,7.333333333333333,110,24,8,58
23442,6.666666666666667,153,53,9,60
23444,1.3859649122807018,38,66,8,11
23445,41.6875,750,5,6,250
23446,52.333333333333336,1099,57,16,837
23447,39.5,790,69,5,197
23448,8.333333333333334,191,52,12,100
23449,12.0,300,65,8,96
23451,7.2894736842105265,72,57,9,65
23452,12.95,284,81,10,129
23453,10.89655172413793,239,86,18,196
23454,5.2727272727272725,58,1,12,63
23455,9.0,117,75,15,135
23456,6.869565217391305,103,21,12,82
23457,4.869565217391305,68,36,11,53
23458,2.3181818181818183,27,19,8,18
23459,1.9411764705882353,19,23,10,19
23460,3.6,46,83,8,28
23461,17.645833333333332,511,64,19,335
23462,3.076923076923077,33,64,18,55
23463,1.625,22,80,11,17
23464,2.25,27,0,16,36
23465,1.9333333333333333,34,93,17,32
23466,2.391304347826087,69,2,16,38
23467,3.5555555555555554,53,45,19,67
23468,2.111111111111111,57,54,17,35
23469,8.097560975609756,121,74,17,137
23470,5.523809523809524,154,87,15,82
23471,2.9545454545454546,62,85,18,53
23472,2.230769230769231,44,63,5,11
23473,20.545454545454547,226,44,9,184
23474,11.555555555555555,277,25,19,219
23475,13.619047619047619,286,76,18,245
23476,13.666666666666666,287,64,14,191
23477,7.666666666666667,138,23,16,122
23478,28.5,313,73,19,541
23479,3.7666666666666666,45,34,14,52
23480,40.86363636363637,858,23,19,776
23481,11.4,285,27,8,91
23482,18.17391304347826,181,99,15,272
23483,31.61904761904762,379,79,11,347
23484,6.607142857142857,191,15,17,112
23485,7.9393939393939394,87,58,13,103
23486,7.4324324324324325,133,80,9,66
23487,2.857142857142857,80,53,8,22
23489,21.738095238095237,521,78,19,413
23490,12.318181818181818,332,15,13,160
23491,6.0,120,14,9,54
23492,4.0,100,97,13,52
23493,58.294117647058826,1515,10,12,699
23494,13.711864406779661,191,64,8,109
23495,8.333333333333334,175,78,15,125
23496,6.222222222222222,124,89,15,93
23497,69.13513513513513,1659,67,11,760
23498,126.15384615384616,1513,42,9,1135
23499,32.8,328,68,14,459
23500,37.81395348837209,1096,98,8,302
23501,39.58695652173913,989,12,9,356
23502,14.571428571428571,160,9,9,131
23503,53.5735294117647,589,74,15,803
23504,30.58730158730159,367,81,19,581
23505,21.428571428571427,364,97,13,278
23506,46.94827586206897,1126,40,16,751
23507,51.464285714285715,823,49,13,669
23508,43.78333333333333,656,86,10,437
23509,23.6,424,70,18,424
23510,42.728813559322035,1239,58,8,341
23511,10.98076923076923,109,38,19,208
23512,12.195121951219512,207,2,6,73
23513,13.476190476190476,161,75,18,242
23514,9.755102040816327,126,6,7,68
23515,12.58695652173913,302,48,6,75
23516,10.206896551724139,153,25,9,91
23517,8.35,200,32,10,83
23518,11.28125,135,47,15,169
23519,11.2,257,78,9,100
23520,6.68,193,1,6,40
23521,13.766666666666667,316,70,16,220
23522,13.11111111111111,170,31,9,118
23523,12.857142857142858,270,3,13,167
23524,12.025,312,19,8,96
23525,16.62857142857143,266,35,16,266
23526,19.09433962264151,343,31,14,267
23527,14.0,168,27,6,84
23528,13.685714285714285,301,76,7,95
23529,22.75,546,0,7,159
23530,23.466666666666665,633,59,13,305
23531,19.918367346938776,557,55,8,159
23532,9.545454545454545,95,34,19,181
23533,7.678571428571429,115,29,5,38
23534,23.913793103448278,263,53,5,119
23535,23.228070175438596,534,35,19,441
23536,14.904761904761905,223,54,11,163
23537,4.269230769230769,98,88,11,46
23538,13.24,172,79,6,79
23539,9.148148148148149,155,57,13,118
23540,12.5,150,82,13,162
23541,17.44,488,64,9,156
23542,12.047619047619047,277,68,19,228
23543,29.428571428571427,853,50,19,559
23544,10.25,266,21,7,71
23545,40.0,680,87,7,280
23546,40.123456790123456,922,52,16,641
23547,32.8125,492,99,7,229
23548,32.57575757575758,814,35,10,325
23549,31.829268292682926,891,67,8,254
23550,38.645833333333336,888,35,12,463
23551,26.285714285714285,736,51,19,499
23552,143.30769230769232,1719,52,17,2436
23553,16.228571428571428,308,81,15,243
23554,12.411764705882353,347,49,17,211
23555,15.035714285714286,270,79,15,225
23556,15.03448275862069,436,40,15,225
23557,15.217391304347826,334,17,9,136
23558,13.387096774193548,214,21,5,66
23559,9.833333333333334,226,65,13,127
23560,19.11111111111111,344,20,5,95
23561,21.25,595,99,10,212
23562,20.916666666666668,502,43,5,104
23564,17.88888888888889,518,46,7,125
23565,12.058823529411764,277,38,19,229
23566,22.58974358974359,338,28,14,316
23567,8.44,109,53,9,75
23568,22.5,382,89,19,427
23569,23.26829268292683,604,84,14,325
23570,64.46511627906976,1160,16,11,709
23571,66.06976744186046,660,79,18,1189
23574,1.1666666666666667,33,59,14,16
23575,17.9,411,30,12,214
23576,19.8,396,72,16,316
23578,6.666666666666667,80,94,13,86
23579,10.5625,190,77,10,105
23580,11.6,266,48,19,220
23581,125.5,2259,1,15,1882
23582,123.12820512820512,1600,47,13,1600
23583,84.625,1100,13,12,1015
23597,12.45,211,58,13,161
23598,18.565217391304348,204,96,14,259
23601,2.0,36,98,8,16
23602,1.0,23,57,13,13
23603,1.6666666666666667,30,57,19,31
23604,2.0,50,50,11,22
23605,4.0,104,83,9,36
23607,1.1428571428571428,28,1,9,10
23608,1.3333333333333333,28,40,5,6
23609,1.0,12,82,6,6
23610,1.0,20,81,14,14
23611,2.5,57,15,7,17
23612,2.5,67,3,18,45
23613,2.2,30,11,18,39
23614,3.25,81,28,12,39
23615,1.0,29,6,10,10
23616,1.1428571428571428,16,13,16,18
23617,2.0,24,11,14,28
23619,2.0,42,98,15,30
23620,1.4285714285714286,14,4,17,24
23621,1.5,27,80,19,28
23623,1.3333333333333333,24,31,18,24
23624,1.0,13,73,9,9
23625,2.25,27,42,17,38
23626,2.8666666666666667,74,80,5,14
23627,3.5,38,68,16,56
23628,1.0,10,44,15,15
23629,2.4,40,8,16,38
23630,1.0,22,48,13,13
23632,1.5,36,32,7,10
23633,1.0,17,99,7,7
23634,1.0,21,99,6,6
23635,1.0,21,17,8,8
23636,1.5,34,8,16,24
23637,1.2222222222222223,29,61,6,7
23638,1.0,24,56,17,17
23639,1.0,18,28,13,13
23640,1.125,31,77,16,18
23643,1.0,29,24,14,14
23644,1.0,17,14,11,11
23645,2.25,63,5,12,27
23646,1.6,24,41,7,11
23649,1.0,29,28,10,10
23650,1.0,28,78,19,19
23652,2.0,26,92,14,28
23654,1.25,20,3,10,12
23660,13.909090909090908,180,81,17,236
23661,9.521739130434783,199,56,5,47
23664,1.0,22,48,10,10
23681,52.53333333333333,630,43,17,893
23691,55.95238095238095,1175,79,18,1007
23692,25.0,275,74,7,175
23694,18.8,206,13,15,282
23695,33.68181818181818,606,2,7,235
23697,22.8,228,61,7,159
23702,1.3333333333333333,22,63,14,18
23843,80995.0,1214925,44,15,1214925
30086C,1.0,15,81,19,19
35001B,2.8333333333333335,76,57,15,42
35001G,8.313953488372093,216,19,19,157
35001P,1.0,21,57,14,14
35001W,6.54074074074074,98,88,15,98
35004B,7.297029702970297,124,56,12,87
35004C,14.316037735849056,400,76,17,243
35004G,4.986111111111111,94,67,9,44
35004P,4.0,40,77,8,32
35004S,11.153846153846153,245,96,17,189
35004c,1.6875,43,91,13,21
35004p,1.0,12,51,13,13
35004s,1.0,17,36,5,5
35015,60.94117647058823,1401,7,6,365
35051B,7.0,84,43,12,84
35071,8.333333333333334,208,97,9,75
35085E,4.333333333333333,95,4,11,47
35095A,13.108695652173912,380,68,5,65
35095B,13.27891156462585,345,30,16,212
35096A,21.857142857142858,480,44,14,306
35096B,13.952380952380953,209,8,16,223
35160,41.132075471698116,1069,31,9,370
35233,1.25,28,32,15,18
35240,1.4411764705882353,37,66,16,23
35241,2.861111111111111,48,29,7,20
35265,1.3125,26,75,14,18
35271S,23.333333333333332,676,28,16,373
35400,12.587719298245615,125,2,16,201
35443,1.6,25,89,18,28
35471A,6.2835820895522385,163,56,6,37
35471D,9.743478260869566,185,29,6,58
35537,4.333333333333333,86,8,13,56
35591T,1.8888888888888888,34,25,17,32
35594,4.714285714285714,84,1,8,37
35596,7.25,101,61,8,58
35597A,2.5,65,2,11,27
35597B,11.142857142857142,200,45,14,156
35597D,8.285714285714286,215,67,14,116
35598A,3.3333333333333335,93,24,17,56
35598B,19.0,304,50,6,114
35598C,1.0,18,12,7,7
35598D,21.0609756097561,336,43,7,147
35599B,5.702127659574468,125,34,10,57
35599D,5.561643835616438,111,54,7,38
35600D,11.75,270,86,15,176
35603B,25.0,700,8,9,225
35603C,3.9523809523809526,79,1,8,31
35607A,19.103448275862068,420,60,7,133
35607B,18.352941176470587,422,40,12,220
35609A,19.434782608695652,427,43,18,349
35610A,11.916666666666666,119,63,14,166
35610B,13.76923076923077,234,30,7,96
35610C,11.75,246,46,10,117
35611B,20.666666666666668,578,1,17,351
35633B,11.818181818181818,248,95,19,224
35637A,11.02,187,81,11,121
35637C,5.2631578947368425,89,76,11,57
35638A,6.5,143,68,6,39
35638B,10.727272727272727,225,57,18,193
35644,3.5,87,43,7,24
35645,1.8484848484848484,18,73,16,29
35646,7.925925925925926,174,55,14,110
35647,10.622641509433961,169,42,14,148
35648,8.603305785123966,120,88,19,163
35649,38.041666666666664,646,33,8,304
35650,1.0,23,29,11,11
35651,9.5625,210,70,6,57
35652,9.0,216,69,7,63
35653,3.3440860215053765,86,54,11,36
35654,2.4,57,66,11,26
35751C,15.5,449,12,19,294
35751D,28.0,756,2,14,392
35793,13.5,364,25,7,94
35809A,8.548872180451127,94,56,16,136
35809B,4.0,52,23,5,20
35809a,1.0,10,52,16,16
35810A,8.66906474820144,112,69,7,60
35810B,5.508474576271187,148,42,9,49
35811A,6.382352941176471,89,59,11,70
35815B,31.666666666666668,886,57,8,253
35815P,24.0,576,48,17,408
35816B,46.333333333333336,787,41,17,787
35816P,33.0,957,75,15,495
35817B,71.5,1859,99,15,1072
35817P,42.0,420,65,19,798
35818B,37.09090909090909,778,10,5,185
35818C,1.0,28,97,10,10
35818P,24.304347826086957,583,89,6,145
35819B,14.25925925925926,256,17,16,228
35819P,13.571428571428571,217,84,7,95
35821B,50.0,550,99,8,400
35821P,1.0,18,51,10,10
35822B,229.0,4351,45,10,2290
35822P,114.0,1254,43,11,1254
35823P,1.0,28,21,9,9
35824B,88.0,1760,52,11,968
35824C,29.375,646,58,6,176
35824P,108.0,2052,93,5,540
35832,23.794520547945204,547,29,16,380
35833G,4.785714285714286,129,7,14,67
35833P,3.3636363636363638,94,97,12,40
35837,2.0,36,56,5,10
35838A,11.25,180,72,16,180
35838B,5.555555555555555,66,19,6,33
35840,6.428571428571429,186,24,15,96
35909A,4.0,60,18,16,64
35909B,2.6666666666666665,29,4,14,37
35910A,4.076923076923077,61,74,10,40
35910B,4.142857142857143,49,78,5,20
35911A,5.105263157894737,127,71,14,71
35911B,8.368421052631579,142,82,7,58
35912B,9.931034482758621,109,86,11,109
35913B,5.2631578947368425,136,26,16,84
35914,5.785714285714286,104,39,12,69
35915A,288.0,6048,95,8,2304
35915B,12.23913043478261,146,25,16,195
35915C,11.413793103448276,228,26,7,79
35916A,3.3076923076923075,33,61,5,16
35916B,3.142857142857143,69,82,16,50
35916C,4.131578947368421,99,49,13,53
35918B,2.5,35,41,14,35
35920,48.63636363636363,1264,28,10,486
35921,4.575,68,38,10,45
35922,3.03125,60,59,13,39
35923,16.612903225806452,448,40,5,83
35924,15.132867132867133,196,32,10,151
35930,1.0,12,82,16,16
35931,11.142857142857142,245,82,9,100
35932,3.7,66,96,17,62
35933,13.291666666666666,199,15,15,199
35936,4.0,84,22,19,76
35937,12.533333333333333,137,6,10,125
35945,1.0,12,25,18,18
35950,1.0,12,95,15,15
35951,37.55555555555556,788,11,12,450
35953,44.97674418604651,1079,71,9,404
35954,26.27710843373494,472,4,6,157
35955,45.0,765,91,16,720
35957,35.65,713,68,16,570
35958,17.671875,441,48,6,106
35961,30.725806451612904,399,25,14,430
35962,9.524590163934427,95,4,9,85
35963,9.181818181818182,146,21,7,64
35964,12.902173913043478,141,78,14,180
35965,4.557971014492754,63,12,7,31
35966,11.08695652173913,177,27,12,133
35967,9.852631578947369,128,32,11,108
35968,11.191176470588236,156,22,5,55
35969,8.301587301587302,83,96,16,132
35970,36.41304347826087,364,17,17,619
35971,10.905555555555555,261,29,16,174
35972,6.197183098591549,179,25,9,55
35973,4.454545454545454,124,15,13,57
35974,1.0,19,76,8,8
35976B,1.0,27,38,5,5
35979,5.222222222222222,62,32,12,62
35980B,2.0,40,25,9,18
35980C,15.708333333333334,377,47,6,94
35981C,12.53191489361702,250,64,19,238
35991,8.375,217,37,16,134
35995,1.0,26,1,5,5
35999,1.0,15,5,18,18
37112,2.5,35,45,16,40
37326,1.0,17,49,16,16
37327,24.15277777777778,265,37,16,386
37330,19.14814814814815,478,87,7,134
37333,3.0208333333333335,87,17,13,39
37340,92.95918367346938,1952,26,5,464
37342,16.454545454545453,246,40,8,131
37343,11.935483870967742,119,71,12,143
37345,40.125,521,91,12,481
37348,2.0,52,73,14,28
37351,491.27272727272725,10808,16,16,7860
37352,663.2857142857143,17908,61,15,9949
37370,26.17216117216117,366,28,17,444
37379A,2.9285714285714284,35,57,15,43
37379B,374.0,7480,69,12,4488
37399,28.6,629,77,14,400
37408,5.0,65,21,12,60
37409,2.3333333333333335,53,5,8,18
37410,1028.28,20565,25,12,12339
37413,11.915254237288135,226,38,13,154
37422,8.18867924528302,229,11,11,90
37423,110.14285714285714,2973,98,18,1982
37424,61.03488372093023,915,13,16,976
37432,6.0,144,21,6,36
37438,1.0,19,50,13,13
37441,14.893617021276595,208,22,15,223
37444A,64.5,903,47,12,774
37444B,77.3076923076923,1468,70,17,1314
37444C,35.191489361702125,492,49,9,316
37446,15.379166666666666,184,88,19,292
37447,11.42687747035573,171,12,16,182
37448,14.769480519480519,192,84,7,103
37449,8.476868327402135,228,9,11,93
37450,9.436293436293436,169,54,18,169
37451,1.0,26,8,18,18
37461,8.627906976744185,189,78,19,163
37462B,5.862068965517241,140,51,6,35
37462E,3.8214285714285716,110,1,17,64
37464,4.787878787878788,124,24,7,33
37467,4.875,107,12,16,78
37468,5.0,125,97,13,65
37471,140.5,1826,50,8,1124
